incident_id,year,month,state,location,lat,lon,species,activity,outcome,time
1265,2024,12.0,QLD,"rock cod shoal, curtis island",-23.7554,151.3139,Other,Spearfishing,Injured,820
1266,2024,12.0,WA,"mandurah, pyramids beach",-32.604358,115.628533,Other,Surfing,Injured,530
1267,2024,12.0,QLD,humpy island,-23.2129,150.9674,Other,Spearfishing,Fatal,1630
1268,2025,1.0,SA,"streaky bay, granites",-32.8812,134.0802,White shark,Surfing,Fatal,
1269,2025,1.0,WA,cheynes beach,-34.880263,118.402923,White shark,Surfing,Uninjured,1600
1270,2025,2.0,QLD,"bribie island, woorim beach",-27.0615,153.2023,Bull shark,Swimming,Fatal,1645
1271,2025,2.0,QLD,"moreton island, tangalooma wrecks",-27.1645,153.3699,Other,Snorkelling,Injured,1500
1272,2025,2.0,WA,"perth, swan river, blackwall reach",-32.0211,115.7816,Bull shark,Paddling,Uninjured,815
1273,2025,2.0,VIC,"portland, nuns beach",-38.3432,141.6092,Other,Swimming,Injured,
1274,2025,3.0,NSW,"byron bay, clarkes beach",-28.6392,153.6265,Other,Swimming,Injured,
1275,2025,3.0,NSW,"sydney, gunyah beach, bundeena",-34.0809,151.1562,Bull shark,Swimming,Injured,1330
1276,2025,3.0,WA,"esperance, wharton beach",-33.9399,122.5591,White shark,Surfing,Fatal,1205
1277,2025,3.0,WA,"yallingup, yallingup lagoon",-33.6398,115.0235,Other,Swimming,Injured,645
1278,2025,3.0,WA,"exmouth, bundegi beach",-21.8271,114.1775,Other,Fishing,Injured,2000
1279,2025,3.0,WA,northwest cape,-21.7856,114.1647,Other,Spearfishing,Injured,900
1280,2025,3.0,WA,"fremantle, port beach",-32.0392,115.7389,Tiger shark,Swimming,Injured,1430
1281,2025,4.0,NSW,"sydney harbour, iron cove bridge",-33.8601,151.1631,Bull shark,Kayaking,Uninjured,
1282,2025,4.0,NSW,"ballina, shelly beach",-28.8608,153.5977,Other,Swimming,Injured,1720
1283,2025,5.0,SA,port noarlunga jetty,-35.1502,138.4659,White shark,Swimming,Injured,945
1284,2025,6.0,NSW,"tweed, cabarita beach, norries headland",-28.3355,153.5758,Other,Surfing,Injured,1545
1285,2025,8.0,NSW,tathra,-36.7252,149.9827,White shark,Surfing,Injured,1630
1286,2025,8.0,NSW,"tweed, cabarita beach, norries headland",-28.3354,153.5761,White shark,Surfing,Uninjured,726
1287,2025,9.0,NSW,"sydney, long reef beach",-33.7468,151.3059,White shark,Surfing,Fatal,1000
1288,2025,10.0,SA,"kangaroo island, the sewer, d'estries bay",-36.0051,137.6067,Other,Surfing,Injured,1330
1289,2025,10.0,Qld,"thursday island, cook esplande",-10.5769,142.2071,Other,Spearfishing,Injured,1830
1290,2025,11.0,WA,"margaret river, prevelly",-33.9807,114.9874,White shark,Wind Foiling,Uninjured,1800
1291,2025,11.0,NSW,"crowdy bay, kylies beach",-31.7356,152.7969,Bull shark,Swimming,Fatal,630
1292,2025,11.0,NSW,"crowdy bay, kylies beach",-31.7356,152.7969,Bull shark,Swimming,Injured,630
1293,2026,1.0,NSW,"sydney harbour, nielson park",-33.8506,151.2651,Bull shark,Swimming,Fatal,1620
1294,2026,1.0,NSW,"sydney, dee why beach",-33.7527,151.2981,Bull shark,Surfing,Uninjured,1100
1295,2026,1.0,NSW,"sydney, manly, north steyne",-33.7914,151.2889,Bull shark,Surfing,Injured,1820
1296,2026,1.0,NSW,"crescent head, point plomer",-31.3115,152.9703,Bull shark,Surfing,Injured,900
