incident_id,year,month,state,location,lat,lon,species,activity,outcome,time
1,1791,1.0,NSW,sydney (near),-33.86,151.2,White shark,Swimming,Fatal,
2,1803,3.0,WA,"shark bay, faure island",-25.8826,113.9226,Tiger shark,Swimming,Injured,
3,1807,1.0,NSW,"sydney harbour, cockle bay",-33.8661,151.201,Bull shark,Swimming,Injured,
4,1820,1.0,TAS,"sweetwater point, pitt water",-42.8025,147.4868,Other,Swimming,Fatal,
5,1825,1.0,NSW,"sydney harbour, kirribili point",-33.8527,151.2188,Bull shark,Swimming,Injured,
6,1830,1.0,TAS,bruny island,-43.3457,147.3228,White shark,Swimming,Injured,
7,1832,1.0,NSW,"sydney harbour, blackwattle bay",-33.8732,151.1867,Bull shark,Swimming,Injured,
8,1832,6.0,NSW,"sydney harbour, south head",-33.8331,151.2794,White shark,Fishing,Injured,
9,1836,1.0,SA,"adelaide, holdfast bay",-34.9996,138.5098,White shark,Swimming,Injured,
10,1836,8.0,QLD,fraser island to inskip point,-25.7989,153.0476,Other,Swimming,Fatal,
11,1836,8.0,QLD,fraser island to inskip point,-25.7989,153.0476,Other,Swimming,Fatal,
12,1837,1.0,NSW,macleay river,-31.0088,152.7122,Bull shark,Swimming,Fatal,
13,1839,8.0,VIC,"wilsons promontory, sealers cove",-39.0185,146.4375,White shark,Swimming,Fatal,
14,1840,12.0,NSW,"sydney harbour, woolloomooloo bay",-33.8645,151.2215,Bull shark,Swimming,Fatal,
15,1841,4.0,NSW,"sydney harbour, cockatoo island",-33.846,151.1719,Bull shark,Swimming,Fatal,
16,1847,3.0,QLD,moreton bay,-27.25,153.25,Bull shark,Swimming,Injured,
17,1847,11.0,QLD,brisbane river,-27.4454,153.0847,Bull shark,Swimming,Injured,
18,1849,1.0,WA,"dunsborough, castle rock, quindalup",-33.5929,115.1035,White shark,Swimming,Fatal,
19,1849,12.0,VIC,portland,-38.3464,141.6111,White shark,Swimming,Injured,
20,1849,12.0,NSW,"sydney harbour, woolloomooloo bay",-33.8652,151.2209,Bull shark,Swimming,Fatal,
21,1850,1.0,QLD,moreton bay,-27.2833,153.2167,Tiger shark,Swimming,Fatal,
22,1850,3.0,NSW,"yamba, clarence head",-29.4216,153.3654,Other,Swimming,Injured,
23,1853,11.0,NSW,sydney harbour,-33.85,151.22,Other,Swimming,Injured,
24,1855,1.0,QLD,mary river,-25.4925,152.8189,Bull shark,Swimming,Injured,
25,1855,1.0,NSW,"sydney harbour, woolloomooloo bay",-33.8643,151.2261,Bull shark,Swimming,Uninjured,
26,1855,7.0,QLD,"torres strait, keriri (hammond island)",-10.5545,142.2197,Tiger shark,Swimming,Fatal,
27,1855,11.0,NSW,"sydney harbour, millers point",-33.8556,151.2002,Bull shark,Swimming,Fatal,
28,1856,2.0,VIC,"port phillip bay, point henry",-38.1291,144.4419,White shark,Swimming,Injured,2100
29,1856,5.0,SA,"port elliot, horseshoe bay",-35.5345,138.6846,Other,,Injured,
30,1858,3.0,VIC,"port phillip bay, williamstown, hobsons bay",-37.8613,144.9049,White shark,Swimming,Fatal,1500
31,1860,1.0,SA,"victor harbour, encounter bay",-35.5641,138.6129,White shark,Swimming,Injured,
32,1861,1.0,QLD,"moreton bay, cleveland",-27.5141,153.2881,Other,Swimming,Injured,
33,1862,2.0,VIC,"port phillip bay, geelong, huttons wharf",-38.1259,144.3587,White shark,Swimming,Injured,
34,1862,12.0,QLD,"brisbane river, brisbane",-27.4711,153.0529,Bull shark,Swimming,Fatal,
35,1863,1.0,NSW,manning river,-31.9281,152.4482,Bull shark,Swimming,Fatal,
36,1863,1.0,QLD,"moreton bay, victoria point",-27.5896,153.3163,Tiger shark,Swimming,Fatal,
37,1863,3.0,VIC,"port phillip bay, brighton bay",-37.9036,144.9833,White shark,Swimming,Injured,2000
38,1863,4.0,QLD,"sunshine coast, caloundra heads",-26.7973,153.1495,Tiger shark,,Fatal,
39,1865,11.0,VIC,"port phillip bay, williamstown",-37.8702,144.9086,White shark,Swimming,Fatal,
40,1868,1.0,QLD,"yeppoon, nth keppel",-23.0859,150.8634,Tiger shark,Swimming,Injured,
41,1869,1.0,QLD,"brisbane river, milton reach",-27.4694,153.0106,Bull shark,Swimming,Injured,
42,1869,3.0,SA,"port hughes, cape elizabeth",-34.1331,137.4526,Other,Fishing,Injured,
43,1870,1.0,QLD,"brisbane river, north quay",-27.4695,153.0191,Bull shark,Swimming,Injured,
44,1870,5.0,QLD,moreton island,-27.1822,153.3709,Other,Spearfishing,Injured,
45,1872,1.0,QLD,"fraser island, off white cliffs",-25.3789,153.0335,Other,Swimming,Injured,
46,1873,2.0,SA,"adelaide, semaphore beach",-34.8393,138.4737,White shark,Unmotorised Boating,Uninjured,
47,1874,1.0,NSW,"sydney harbour, darling harbour",-33.8644,151.2021,Bull shark,Swimming,Injured,
48,1874,11.0,QLD,"mary river, maryborough",-25.5428,152.7142,Bull shark,Swimming,Injured,
49,1874,11.0,NSW,"newcastle, redhead beach",-33.0147,151.7198,Other,Swimming,Injured,1900
50,1875,7.0,NSW,"yamba, clarence river",-29.4307,153.3573,Tiger shark,Swimming,Injured,
51,1875,10.0,QLD,"torres strait, unknown pearl beds",-10.45,142.39,Tiger shark,Snorkelling,Fatal,
52,1875,11.0,NSW,"yamba, clarence river heads, lluka beach",-29.4216,153.3654,White shark,Swimming,Injured,
53,1875,12.0,NSW,"yamba, clarence river, grafton",-29.6979,152.9442,Bull shark,Swimming,Injured,
54,1876,1.0,WA,port walcott & de grey river,-20.7,117.25,Bull shark,Snorkelling,Injured,
55,1876,1.0,VIC,"port phillip bay, st kilda beach",-37.8662,144.9717,White shark,Swimming,Injured,
56,1876,2.0,QLD,"torres strait, unknown pearl beds",-10.45,142.39,Tiger shark,Snorkelling,Fatal,
57,1876,2.0,VIC,"port phillip bay, albert park pier",-37.8505,144.9499,White shark,Swimming,Fatal,0600
58,1876,7.0,NSW,"sydney harbour, dawse point battery",-33.8537,151.2088,Other,Diving,Uninjured,
59,1876,12.0,NSW,"newcastle, paterson river",-32.7174,151.6441,Bull shark,Swimming,Injured,
60,1877,1.0,VIC,"port phillip bay, emerald hill, south melbourne",-37.8515,144.9518,White shark,Swimming,Fatal,
61,1877,1.0,VIC,"port fairy, boarding school bay",-38.3931,142.2304,White shark,Swimming,Injured,
62,1877,3.0,VIC,"port phillip bay, portarlington",-38.1124,144.6505,White shark,Swimming,Injured,
63,1877,12.0,NSW,"sydney harbour, balmain",-33.8532,151.1739,Bull shark,Swimming,Injured,
64,1877,12.0,VIC,"melbourne, st kilda beach, red bluff",-37.9617,145.0102,Other,Swimming,Injured,
65,1878,1.0,QLD,"torres strait, saibai island",-9.3809,142.6181,Tiger shark,Snorkelling,Injured,
66,1878,3.0,VIC,"warrnambool, hopkins river",-38.3932,142.5101,Other,Swimming,Injured,
67,1878,7.0,QLD,fraser island to inskip point,-25.8051,153.0529,Bull shark,Fishing,Injured,
68,1878,11.0,NSW,"sydney harbour, iron cove",-33.8607,151.1629,Other,Swimming,Injured,
69,1879,6.0,NSW,"sydney harbour, darling harbour",-33.8644,151.2021,Bull shark,Swimming,Fatal,
70,1879,11.0,NSW,"yamba, clarence river heads, lluka beach",-29.4216,153.3654,White shark,Swimming,Injured,
71,1880,1.0,QLD,"cairns, fitzroy island",-16.9304,145.9878,Tiger shark,Swimming,Fatal,
72,1880,1.0,NSW,"lake macquarie, dora creek",-33.0863,151.5021,Bull shark,Swimming,Injured,1700
73,1880,1.0,QLD,"brisbane river, bremmer river, ipswich",-27.6104,152.7683,Bull shark,Swimming,Injured,
74,1880,11.0,QLD,"brisbane river, kangaroo point",-27.4645,153.0353,Bull shark,Swimming,Fatal,1700
75,1881,1.0,NSW,"lake macquarie, pelican flat",-33.0719,151.6411,Bull shark,Swimming,Uninjured,
76,1881,1.0,QLD,"hervey bay, wide bay",-25.2819,152.8528,Tiger shark,,Injured,
77,1881,8.0,QLD,north queensland (unknown location),-19.1765,146.7015,Tiger shark,Spearfishing,Injured,
78,1881,11.0,NSW,"sydney harbour, rushcutters bay",-33.8742,151.2309,Bull shark,Swimming,Fatal,
79,1881,12.0,QLD,"kolan river, bundaberg",-24.7317,152.1688,Bull shark,Swimming,Injured,
80,1882,1.0,WA,broome (area),-18.0138,122.2842,Tiger shark,Snorkelling,Injured,
81,1882,4.0,NSW,lake macquarie heads,-33.0864,151.6642,White shark,,Fatal,
82,1882,5.0,NSW,"sydney harbour, millers point",-33.8567,151.2001,Other,Swimming,Injured,
83,1882,5.0,WA,broome area (ninety mile beach),-19.5249,121.1307,Tiger shark,Snorkelling,Fatal,
84,1882,12.0,WA,broome (area),-18.0138,122.2842,Tiger shark,Snorkelling,Fatal,
85,1883,1.0,NSW,"sydney harbour, iron cove",-33.8603,151.1626,Bull shark,Swimming,Fatal,
86,1883,12.0,NSW,"sydney harbour, blackwall, parramatta river",-33.8456,151.1419,Bull shark,Swimming,Fatal,
87,1883,12.0,NSW,"sydney harbour, store beach, manly",-33.8123,151.2895,Bull shark,Swimming,Uninjured,
88,1884,1.0,SA,port pirie,-33.1175,137.9766,White shark,Swimming,Fatal,
89,1885,10.0,NSW,"sydney harbour, parramatta river",-33.8222,151.0478,Bull shark,Swimming,Uninjured,
90,1885,11.0,WA,bunbury,-33.3152,115.6383,White shark,Swimming,Injured,
91,1886,1.0,QLD,maryborough harbour,-25.5392,152.7071,Bull shark,Swimming,Uninjured,
92,1886,4.0,QLD,"fitzroy river, rotheway bay",-23.3886,150.5639,Bull shark,Swimming,Injured,
93,1887,2.0,NSW,"sydney harbour, manly wharf",-33.7993,151.2832,Other,Unmotorised Boating,Uninjured,1700
94,1887,12.0,NSW,"sydney harbour, ryde, parramatta river",-33.8223,151.0953,Bull shark,Swimming,Fatal,1130
95,1888,9.0,QLD,cooktown (gbr),-15.4343,145.4273,Tiger shark,Snorkelling,Injured,
96,1888,12.0,NSW,"sydney harbour, iron cove bridge",-33.8608,151.1627,Bull shark,Swimming,Fatal,
97,1889,7.0,VIC,port phillip bay heads,-38.3033,144.6155,White shark,Swimming,Fatal,
98,1890,1.0,TAS,"bridgewater, derwent river",-42.7383,147.2216,Other,Swimming,Injured,
99,1891,4.0,NSW,tathra wharf,-36.7252,149.9889,Other,Diving,Uninjured,
100,1891,6.0,VIC,"torquay, point danger",-38.3409,144.3308,Other,Snorkelling,Injured,
101,1892,1.0,QLD,"torres strait, badu island",-10.1692,142.1686,Tiger shark,Diving,Fatal,
102,1892,3.0,QLD,"rockhampton, fitzroy river",-23.3864,150.5223,Bull shark,Swimming,Injured,
103,1892,11.0,QLD,"moreton bay, wellington point",-27.4652,153.2432,Other,Swimming,Injured,
104,1892,12.0,QLD,brisbane river,-27.4453,153.0837,Bull shark,Swimming,Injured,
105,1893,1.0,WA,geraldton,-28.7774,114.5807,Other,Fishing,Uninjured,
106,1893,1.0,QLD,claremont isles national park,-13.9442,143.7429,Tiger shark,Swimming,Fatal,
107,1893,4.0,QLD,"torres strait, muquar (cap islet)",-9.8359,142.7131,Tiger shark,Swimming,Injured,
108,1894,11.0,NSW,newcastle beach,-32.9316,151.7848,White shark,Swimming,Injured,0740
109,1895,1.0,QLD,brisbane river,-27.4732,153.0213,Bull shark,Unmotorised Boating,Uninjured,
110,1895,2.0,NSW,"sydney harbour, leichhardt",-33.8715,151.1498,Bull shark,Swimming,Fatal,1600
111,1895,3.0,QLD,"burnett river, sharon",-24.8988,152.2363,Bull shark,Swimming,Injured,
112,1895,6.0,WA,barrow island,-20.7833,115.5333,Tiger shark,Diving,Fatal,
113,1895,11.0,NSW,"jervis bay, governors head",-35.1244,150.7647,Other,Swimming,Fatal,
114,1895,12.0,QLD,"torres strait, deliverance island",-9.5215,141.5757,Tiger shark,Diving,Uninjured,
115,1895,12.0,NSW,"sydney harbour, iron cove bridge",-33.8609,151.1626,Bull shark,Swimming,Fatal,
116,1896,1.0,NSW,"sydney harbour, pyrmont baths",-33.8635,151.1918,Bull shark,Swimming,Fatal,
117,1896,11.0,WA,esperance,-33.8684,121.9041,White shark,Swimming,Fatal,
118,1897,1.0,NSW,"macleay river, kempsey",-31.0826,152.8419,Bull shark,Swimming,Injured,
119,1897,12.0,QLD,"torres strait, mabuiag island",-9.9551,142.1941,Tiger shark,Swimming,Injured,
120,1898,9.0,NSW,"port stephens, nelson bay",-32.7184,152.1373,Bull shark,Fishing,Injured,
121,1898,12.0,QLD,"moreton bay, wellington point",-27.4781,153.2339,Other,Fishing,Injured,
122,1899,2.0,NSW,"sydney harbour, sugarloaf bay",-33.7948,151.2302,Bull shark,Swimming,Injured,
123,1899,12.0,QLD,"moreton bay, tingalpa creek, near wynnum",-27.4853,153.1868,Bull shark,Swimming,Injured,
124,1900,1.0,NSW,"sydney harbour, iron cove bridge",-33.8598,151.1637,Bull shark,Swimming,Injured,1200
125,1900,1.0,NT,melville island,-11.6,130.95,Tiger shark,Swimming,Injured,
126,1900,9.0,QLD,townsville harbour,-19.2547,146.8225,Tiger shark,Swimming,Injured,2100
127,1900,11.0,QLD,"torres strait, unknown pearl beds",-10.45,142.39,Other,Snorkelling,Fatal,
128,1900,12.0,NSW,"sydney harbour, folly point",-33.8185,151.2258,Bull shark,Swimming,Fatal,
129,1901,1.0,NT,melville island,-11.6,130.95,Tiger shark,Swimming,Injured,
130,1901,1.0,QLD,"brisbane river, rowing club",-27.4686,153.0123,Bull shark,Swimming,Fatal,
131,1901,2.0,QLD,"cairns, barron river mouth",-16.8624,145.7621,Other,Swimming,Injured,
132,1901,4.0,QLD,"torres strait, unknown pearl beds",-10.45,142.39,Tiger shark,Snorkelling,Injured,
133,1901,4.0,QLD,"torres strait, unknown pearl beds",-10.45,142.39,Tiger shark,Snorkelling,Injured,
134,1901,12.0,QLD,"brisbane river, south brisbane cemetery",-27.4985,153.0226,Bull shark,Swimming,Injured,1335
135,1902,1.0,QLD,"brisbane river, highgate hill",-27.4923,153.0172,Bull shark,Swimming,Injured,1200
136,1902,1.0,QLD,"moreton bay, wynnum south",-27.4447,153.1872,Other,Swimming,Injured,
137,1903,1.0,NSW,"sydney harbour, lane cove river",-33.8015,151.1435,Bull shark,Swimming,Fatal,1700
138,1903,2.0,NSW,"tanja, middle lagoon",-36.6526,150.0058,Bull shark,Fishing,Uninjured,
139,1903,3.0,QLD,logan river,-27.6962,153.1937,Bull shark,Swimming,Fatal,
140,1903,5.0,NSW,kiama,-34.6767,150.8545,Other,Diving,Uninjured,
141,1904,3.0,QLD,"brisbane river, pinkenba",-27.4331,153.1159,Bull shark,Swimming,Injured,
142,1905,3.0,NSW,lismore - wilsons river,-28.8024,153.2819,Bull shark,Swimming,Injured,
143,1905,12.0,QLD,"torres strait, badu island",-10.1692,142.1686,Tiger shark,Snorkelling,Fatal,
144,1906,1.0,NSW,"sydney, the moons, georges river",-33.9928,151.0344,Bull shark,Swimming,Fatal,1410
145,1906,4.0,QLD,lizard island,-14.6621,145.4309,Tiger shark,Swimming,Fatal,
146,1906,8.0,QLD,"torres strait, mabuiag island",-9.9551,142.1941,Tiger shark,Snorkelling,Fatal,
147,1906,12.0,NSW,batemans bay,-35.7061,150.1789,Other,Motorised Boating,Uninjured,
148,1907,2.0,QLD,"townsville, ross creek",-19.2607,146.8183,Bull shark,Swimming,Fatal,
149,1907,8.0,WA,"houtman abrolhos, murray island",-28.8977,113.9002,Tiger shark,Snorkelling,Injured,
150,1907,10.0,NSW,"newcastle, merewether beach",-32.9468,151.7596,White shark,Swimming,Injured,1000
151,1907,12.0,NSW,"sydney harbour, sugarloaf bay",-33.7949,151.2303,Bull shark,Swimming,Fatal,
152,1909,1.0,NSW,"central coast, woy woy, brisbane waters",-33.4835,151.3255,Bull shark,Swimming,Injured,
153,1910,1.0,NSW,newcastle harbour,-32.9248,151.7701,Bull shark,Swimming,Fatal,
154,1910,2.0,WA,bunbury,-33.3279,115.6293,White shark,Swimming,Injured,
155,1910,3.0,WA,"cape leeuwin, off",-34.4019,115.1972,Other,Swimming,Uninjured,
156,1910,11.0,QLD,mackay (9 miles away),-21.0287,149.2162,Other,Swimming,Injured,
157,1911,2.0,WA,"legendre island, off",-20.2398,116.6142,Tiger shark,Swimming,Uninjured,
158,1911,3.0,QLD,"torres strait, thursday island",-10.5856,142.2221,Tiger shark,Swimming,Fatal,
159,1911,10.0,QLD,cooktown (gbr),-15.4833,145.4041,Tiger shark,Snorkelling,Injured,
160,1912,1.0,NSW,sydney (near),-33.83,151.16,Other,Swimming,Injured,
161,1912,1.0,NSW,"sydney harbour, lane cove river, figtree",-33.8277,151.1459,Bull shark,Swimming,Fatal,
162,1912,1.0,QLD,"townsville, ross creek",-19.2607,146.8183,Bull shark,Swimming,Fatal,
163,1912,2.0,WA,bunbury harbour,-33.3121,115.6428,Other,Diving,Uninjured,
164,1912,2.0,SA,carpenters rocks,-37.9119,140.3936,White shark,Fishing,Injured,
165,1912,2.0,NSW,"sydney, coogee beach",-33.9206,151.2581,White shark,Swimming,Injured,1600
166,1912,11.0,QLD,"moreton bay, sandgate, shorncliffe pier",-27.3238,153.0859,Tiger shark,Swimming,Injured,1750
167,1913,3.0,QLD,"torres strait, masig (yorke) island",-9.7514,143.4406,Tiger shark,Snorkelling,Injured,
168,1913,5.0,NSW,"yamba, clarence river",-29.4307,153.3573,Bull shark,Fishing,Injured,
169,1913,6.0,QLD,"torres strait, badu island",-10.1692,142.1686,Other,Swimming,Injured,
170,1913,11.0,QLD,"moreton bay, sandgate, shorncliffe pier",-27.3212,153.0792,Tiger shark,Swimming,Injured,
171,1913,12.0,SA,"adelaide, port noarlunga",-35.1507,138.4678,White shark,Swimming,Injured,2030
172,1914,1.0,NSW,"sydney harbour, five dock bay",-33.8486,151.1438,Bull shark,Unmotorised Boating,Uninjured,1800
173,1914,1.0,QLD,"moreton bay, sandgate, shorncliffe pier",-27.3238,153.0859,Other,Swimming,Injured,1000
174,1914,2.0,NSW,"sydney harbour, ryde, parramatta river",-33.8224,151.0933,Bull shark,Unmotorised Boating,Injured,
175,1914,2.0,SA,"yorke peninsula, marion bay",-35.2457,136.9805,Other,Spearfishing,Injured,
176,1914,4.0,NSW,"maclean river, lawrence",-29.4333,153.1833,Bull shark,Fishing,Injured,
177,1914,6.0,VIC,"port phillip bay, sandringham beach",-37.9509,145.0004,White shark,Swimming,Fatal,
178,1914,12.0,QLD,"magnetic island, picnic bay wharf",-19.1808,146.8377,Other,Swimming,Injured,
179,1914,12.0,WA,"perth, cottesloe beach",-31.9947,115.7505,Other,,Injured,
180,1915,1.0,NSW,"sydney harbour, sirius cove",-33.8401,151.2362,Bull shark,Swimming,Fatal,
181,1915,2.0,QLD,moreton bay,-27.3143,153.1015,Other,Unmotorised Boating,Injured,
182,1915,11.0,NSW,"sydney, manly, north steyne",-33.7916,151.2881,Other,Swimming,Injured,
183,1915,11.0,QLD,"moreton bay, cabbage tree creek",-27.3307,153.0835,Bull shark,Swimming,Injured,
184,1916,2.0,TAS,burnie,-41.0488,145.9095,Other,Diving,Uninjured,
185,1916,3.0,NSW,"sydney, curl curl beach",-33.7708,151.2956,White shark,Swimming,Injured,
186,1916,11.0,QLD,"townsville, kissing point",-19.2386,146.8057,Tiger shark,Swimming,Fatal,
187,1916,11.0,QLD,"townsville, strand beach",-19.2459,146.8116,Tiger shark,Swimming,Fatal,1800
188,1916,11.0,WA,"port headland, condon creek",-20.002,119.3797,Tiger shark,Snorkelling,Injured,
189,1916,11.0,WA,"port headland, condon creek",-20.002,119.3797,Tiger shark,Snorkelling,Fatal,
190,1916,12.0,NSW,"sydney harbour, sugarloaf point",-33.7947,151.2299,Bull shark,Other: Standing In Water,Fatal,
191,1916,12.0,QLD,yeppoon (mens beach),-23.1311,150.7505,Tiger shark,Swimming,Fatal,
192,1917,6.0,QLD,moreton bay,-27.2792,153.1744,Other,Fishing,Injured,
193,1917,12.0,WA,port headland,-20.3067,118.6093,Tiger shark,Swimming,Injured,
194,1918,1.0,NSW,"port stephens, tea gardens",-32.6777,152.1533,Other,Fishing,Injured,
195,1918,3.0,NSW,newcastle beach,-32.9316,151.7848,White shark,Swimming,Injured,1715
196,1918,3.0,QLD,"gold coast, kirra beach",-28.1666,153.5322,Other,Swimming,Injured,
197,1918,3.0,NSW,tweed heads,-28.1671,153.5522,Tiger shark,Swimming,Injured,
198,1918,4.0,NSW,bermagui,-36.4242,150.0754,Other,Diving,Uninjured,
199,1918,4.0,NSW,"sydney harbour, berrys point, parramatta river",-33.8451,151.1903,Bull shark,Swimming,Uninjured,0900
200,1918,9.0,QLD,"townsville, strand beach",-19.2459,146.8116,Tiger shark,Swimming,Fatal,
201,1918,11.0,QLD,"arlington reef, green island",-16.7061,146.0515,Tiger shark,Snorkelling,Fatal,1500
202,1919,1.0,NSW,newcastle beach,-32.9316,151.7848,White shark,Swimming,Injured,
203,1919,1.0,NSW,"sydney harbour, sirius cove",-33.8397,151.2374,Bull shark,Swimming,Fatal,0730
204,1919,1.0,QLD,"townsville, ross creek",-19.2607,146.8183,Bull shark,Swimming,Fatal,
205,1919,12.0,QLD,bribie island,-27.0685,153.1472,Other,Swimming,Injured,
206,1919,12.0,NSW,"macleay river, pelican island",-30.9244,153.0181,Bull shark,Swimming,Fatal,
207,1920,1.0,NSW,"newcastle, throsby creek",-32.9161,151.7596,Bull shark,Swimming,Fatal,
208,1920,2.0,NSW,"central coast, the entrance",-33.3482,151.5033,Other,Spearfishing,Uninjured,
209,1920,3.0,QLD,"townsville, bay rock, cleveland bay",-19.1389,146.7639,Tiger shark,Swimming,Injured,1900
210,1920,7.0,QLD,mackay (320km east),-21.0327,152.3165,Tiger shark,Snorkelling,Injured,
211,1920,11.0,NSW,"forster, cape hawke",-32.2159,152.5709,Other,Snorkelling,Injured,
212,1920,11.0,WA,"denmark, ocean beach",-35.0245,117.3367,Other,Other: Standing In Water,Injured,2000
213,1920,11.0,WA,"perth, cottesloe beach",-31.9947,115.7505,Other,Other: Standing In Water,Injured,
214,1920,12.0,QLD,howick island,-14.5096,144.9675,Other,Fishing,Injured,
215,1920,12.0,NSW,lismore - wilsons river,-28.8024,153.2819,Bull shark,Swimming,Injured,
216,1921,10.0,QLD,hinchinbrook island,-18.2333,146.6501,Tiger shark,Snorkelling,Injured,
217,1921,10.0,QLD,"cairns, elford reef (26 miles east)",-16.9548,146.1539,Tiger shark,Swimming,Fatal,
218,1921,11.0,QLD,"brisbane river, bulimba beach",-27.4534,153.0531,Bull shark,Swimming,Fatal,
219,1921,11.0,QLD,"brisbane river, bulimba beach",-27.4534,153.0531,Bull shark,Swimming,Injured,
220,1921,12.0,QLD,"rockhampton, fitzroy river",-23.3777,150.5155,Bull shark,Swimming,Injured,
221,1922,1.0,NSW,"newcastle, stockton beach",-32.8811,151.8432,White shark,Swimming,Injured,
222,1922,1.0,QLD,"townsville, ross creek",-19.2607,146.8183,Bull shark,Swimming,Fatal,
223,1922,2.0,NSW,"sydney, coogee beach",-33.9206,151.2581,White shark,Swimming,Fatal,1530
224,1922,3.0,NSW,"sydney, coogee beach",-33.9206,151.2581,White shark,Swimming,Fatal,1100
225,1922,12.0,QLD,"hervey bay, pialba",-25.2809,152.8476,Tiger shark,Swimming,Fatal,
226,1923,1.0,WA,"perth, swan river, claremont",-31.9964,115.7724,Bull shark,Swimming,Fatal,
227,1923,1.0,NSW,"newcaste, merewether beach",-32.9468,151.7596,White shark,Swimming,Uninjured,
228,1923,3.0,QLD,"townsville, ross creek",-19.2607,146.8183,Bull shark,Swimming,Injured,
229,1923,5.0,QLD,townsville area (gbr),-18.3646,146.8562,Tiger shark,Snorkelling,Fatal,
230,1923,5.0,WA,"geraldton, southgate",-28.8295,114.6276,Other,Fishing,Injured,
231,1923,6.0,QLD,townsville area (gbr),-18.4177,147.4524,Tiger shark,Snorkelling,Injured,
232,1923,6.0,NSW,"wollongong, bellambi",-34.3652,150.9232,White shark,Swimming,Fatal,
233,1923,10.0,QLD,"torres strait, unknown location",-10.5728,142.2481,Tiger shark,Snorkelling,Injured,
234,1923,11.0,WA,"port headland, condon creek",-20.002,119.3797,Tiger shark,,Fatal,
235,1923,11.0,WA,"port headland, condon creek",-20.002,119.3797,Tiger shark,,Fatal,
236,1923,12.0,NSW,"tweed river, murwillumbah",-28.3176,153.4264,Bull shark,Swimming,Injured,
237,1924,1.0,NSW,"sydney harbour, parramatta river, camellia",-33.8186,151.0305,Bull shark,Swimming,Fatal,1600
238,1924,2.0,WA,bunbury,-33.3152,115.6383,Other,Swimming,Injured,
239,1924,2.0,NSW,"sydney, bronte beach",-33.9033,151.2685,White shark,Swimming,Injured,0700
240,1924,4.0,NSW,"kiama, blowhole",-34.6707,150.8636,White shark,Swimming,Fatal,
241,1924,10.0,VIC,"port philip bay, port melbourne, town pier",-37.8444,144.9368,White shark,Swimming,Injured,
242,1925,3.0,NSW,"sydney, coogee beach",-33.9206,151.2581,White shark,Swimming,Injured,1700
243,1925,3.0,NSW,newcastle beach,-32.9316,151.7848,White shark,Swimming,Fatal,1530
244,1925,11.0,WA,"perth, cottesloe beach",-31.9947,115.7505,Tiger shark,Swimming,Fatal,
245,1926,3.0,SA,"adelaide, brighton pier",-35.0176,138.5122,White shark,Swimming,Fatal,1600
246,1926,10.0,NSW,"yamba, clarence river, maclean",-29.4576,153.1961,Bull shark,Swimming,Injured,1600
247,1926,11.0,QLD,"torres strait, unknown location",-10.5728,142.2481,Tiger shark,Snorkelling,Injured,
248,1926,12.0,QLD,palm island,-18.7167,146.5651,Tiger shark,Snorkelling,Fatal,
249,1927,1.0,QLD,"torres strait, thursday island",-10.5861,142.2208,Tiger shark,Snorkelling,Injured,
250,1927,1.0,NSW,"sydney, grays point, port hacking",-34.0569,151.0867,Tiger shark,Swimming,Fatal,1130
251,1927,2.0,QLD,brisbane river,-27.4649,153.0345,Bull shark,Swimming,Uninjured,
252,1927,3.0,NSW,"newcaste, merewether beach",-32.9468,151.7596,White shark,Swimming,Injured,1500
253,1927,4.0,QLD,"torres strait, unknown location",-10.5728,142.2481,Tiger shark,,Injured,
254,1927,4.0,QLD,"torres strait, unknown location",-10.5728,142.2481,Tiger shark,Snorkelling,Injured,
255,1927,5.0,QLD,cairns (near),-16.9987,145.8974,Tiger shark,Swimming,Fatal,
256,1927,7.0,WA,broome (area),-18.0138,122.2842,Tiger shark,Diving,Uninjured,
257,1928,1.0,QLD,"torres strait, deliverance island",-9.5248,141.5729,Tiger shark,,Fatal,
258,1928,2.0,QLD,"barrow point, 100km north of cooktown",-14.3409,144.6463,Tiger shark,Snorkelling,Fatal,
259,1928,3.0,QLD,bowen (gbr),-19.8001,149.0501,Tiger shark,Snorkelling,Injured,
260,1928,4.0,QLD,"brisbane river, graceville",-27.5221,152.9693,Bull shark,Swimming,Injured,
261,1928,4.0,NSW,"sydney, north bondi beach",-33.8925,151.2779,White shark,Swimming,Injured,1600
262,1928,4.0,NSW,"newcastle, bar beach",-32.9415,151.7686,White shark,Swimming,Fatal,1800
263,1928,7.0,QLD,"torres strait, unknown location",-10.5728,142.2481,Tiger shark,Swimming,Injured,
264,1928,12.0,QLD,"torres strait, unknown location",-10.5728,142.2481,Tiger shark,Snorkelling,Injured,
265,1929,1.0,QLD,"magnetic island, alma bay",-19.1486,146.8694,Tiger shark,Swimming,Fatal,1730
266,1929,1.0,SA,ardrossan beach,-34.4243,137.9221,Other,Fishing,Injured,
267,1929,1.0,NSW,"sydney, bondi beach",-33.8921,151.2775,White shark,Swimming,Fatal,1830
268,1929,2.0,NSW,jervis bay,-35.048,150.6796,Other,Snorkelling,Injured,
269,1929,2.0,NSW,"sydney, maroubra beach",-33.9509,151.2578,White shark,Swimming,Fatal,1600
270,1929,2.0,NSW,"sydney, bondi beach",-33.8917,151.2779,White shark,Swimming,Fatal,1600
